frame,left_elbow_3D,left_elbow_front,left_elbow_side,left_elbow_top,left_hip_3D,left_hip_front,left_hip_side,left_hip_top,left_knee_3D,left_knee_front,left_knee_side,left_knee_top,left_shoulder_3D,left_shoulder_front,left_shoulder_side,left_shoulder_top,right_elbow_3D,right_elbow_front,right_elbow_side,right_elbow_top,right_hip_3D,right_hip_front,right_hip_side,right_hip_top,right_knee_3D,right_knee_front,right_knee_side,right_knee_top,right_shoulder_3D,right_shoulder_front,right_shoulder_side,right_shoulder_top
43,74.01891182125372,76.90165867442826,3.8320912041072814,123.49804743371979,79.05833496600363,105.31567458994928,85.73456981122523,11.483844015040452,61.3830919690403,105.05342506828184,64.48357920172816,7.582994370851096,167.6219902396966,169.37272074293531,173.08746507714625,171.53750917195512,116.26802604188832,126.74467652608112,12.027754240149493,138.17977851281492,59.20218742226627,7.783403537127639,58.89209995418203,25.284008549259454,34.57885469876622,1.6319582216447786,34.55225182859807,2.292801913577434,135.94746535692133,141.08469336016222,29.573966728223844,157.57727040265178
44,72.17778043506976,74.19032824683897,7.1004975133589365,127.27799973335713,78.79865545103993,109.27820675276088,84.61361481770838,14.387855063885501,62.33907600499866,111.78523566260453,64.74429327584996,6.186467894288529,168.48429285113232,170.8066110977625,170.50636427873582,171.22385138647627,113.93444568893241,123.6064924115794,3.407790505982187,137.7632726990069,59.7743244717629,5.479280943764001,59.55714750961291,24.116674941552052,35.990531059078435,2.70940125949535,35.9857672361328,0.6503270487726108,134.5554047366279,138.05815565431172,26.11705496841418,160.64024149402056
45,66.04290390626333,68.78879251456071,8.39581927409249,108.9586991973092,85.5759811302721,137.38231181408176,88.32484835324904,29.346113587356577,65.43005893253907,138.98463849523293,66.71917658513792,8.236754997427902,164.55131449864763,169.65549792790736,162.15964226501552,165.94075531535628,110.05417588944918,119.08692195889033,2.925046949422743,136.92818806360629,59.49500665217031,34.21631437385128,60.14160057487824,10.692915411367391,40.74518611259391,41.42696124761992,39.63217578754463,10.58369399852759,131.50497648441268,133.97558493433485,24.61300239916655,162.27414805013674
46,78.56476898279367,82.43445935027354,7.819227190569639,125.4698511633251,91.71136017737159,149.38676554194288,93.42484862723344,34.661519623314476,69.9178778619419,147.55658170731547,70.43817307691164,15.658128712392779,164.68920509238947,171.96224060457214,157.79678303945408,164.55701268048375,109.52549889912396,119.1451999237634,8.14629214018344,136.52060380423254,67.23759144545656,73.0991433176356,67.80424211185144,1.9060059647599532,53.5786551098232,82.49636067734173,49.76830175645411,23.854064692523362,126.58200084156996,128.66153272414763,25.046865647670668,161.5815827121061
47,88.00162795500972,92.24405980398721,7.73217204659228,134.76012064279254,93.46093991940897,147.19470343346268,95.69102188133911,36.5814901144923,70.45946120638963,143.58550889268292,71.13867064008778,17.164797474586592,165.11030243200332,172.87566617277298,156.72698834443946,164.7470487190818,107.49225987929294,119.32522344714953,12.309928716793374,132.1577506926539,72.13772840639393,88.5284770783478,72.38236465225242,7.356842621608423,58.54532300265806,99.7168362550682,53.86921708793808,28.577913252131065,122.56754116346451,124.91570854049488,27.13922864667039,158.24657559523033
48,93.65845113851955,98.99608084249527,3.8585269002856664,134.3799201191834,99.9621016708703,147.44685999174243,103.01668878325887,37.920182714638614,80.04524116513574,148.5028480327579,81.22082371647018,15.134133322119473,165.51888728824127,174.53154590613042,153.81775881995583,164.78369432019238,100.03642789269979,115.28457794401378,17.91967981258471,122.18018947158215,80.64293058804503,108.94272602363932,81.138630988641,12.32496057778783,70.37464521415627,125.2982908595238,63.661752039107306,40.020026557235084,117.68306424653613,120.04832545644324,30.96233425966568,153.93725232369084
49,111.01499708347714,113.2596160954677,7.147046038914324,156.51075192532176,103.82224815567578,147.5654246341113,107.35842109008095,39.163373268211934,85.84821415524692,150.654431077636,87.1689514132041,15.170134050408416,169.9275793135408,178.7139486245889,153.68543212696048,169.27015065742927,99.41801066395135,113.78623330423684,7.9300321448570354,122.9641557020863,91.51583760008376,133.53794359951584,92.46918209129325,9.129718076750349,77.87918599821863,151.37767071275687,72.95314356875348,38.397942928190304,118.60930050954555,120.5892437167046,40.687953881155096,153.38103495132876
50,114.45669167525396,117.2515957471977,11.528752859978688,155.19991586681974,109.93872033974156,148.0980660921221,114.17558692614979,41.9390761277239,95.00835484536893,148.0364545767263,97.05762631227357,23.122699221553304,168.57135736258817,175.95765675748282,148.38491756875214,168.7140268338908,91.63565423276687,105.69927269616883,11.853184737227268,116.9236104131079,100.98409135577886,145.20464603571386,102.06384456645985,13.546769996274628,89.20872347895491,170.24971323488916,82.88279824212658,50.34951821598595,113.29872965464223,114.86035411138941,37.959441029866014,150.217918956025
51,116.8856295375546,122.77804790065126,13.147566929107796,146.96240246674103,116.15279301145029,146.37450236701883,122.42773131794846,43.14966005544718,106.97765205940874,153.82884054450363,109.57301526167872,17.384392461650226,168.77482488805316,175.6440401340028,148.1587099374662,169.24527944307377,86.63269320225238,101.47840813371891,13.277178125926733,111.33738349298473,108.23976246184479,153.9945366406295,109.02439319796,17.972585528612463,96.53585241470768,172.65997957004612,92.55937186602785,46.300196583317586,110.24706067278254,113.41263767780796,28.663405905942046,144.14843035971103
52,113.43002010721797,119.67025001355383,9.259930243067512,143.9389611527441,115.46691147141965,140.48603741665877,124.91971710430948,33.396301883369134,109.44989941316732,148.5326095445591,114.02886108920029,7.75270318543789,173.5604391116277,178.37061875393292,162.1420813985833,173.52248719520904,85.18185552269317,95.83521521646313,12.236617231597254,117.06821090107988,114.33774050995973,173.37710576852322,114.44055028260257,3.544237723036199,102.15425066435249,169.08837410766478,101.5226558460928,33.79869256767211,111.65329302841316,115.74491376472851,11.355093807282266,145.94963498657916
53,118.76649477501203,125.78766533088167,10.82930166832853,145.96376868016154,119.13322295943868,141.96620772882372,128.9760862158114,32.177114226844786,115.71707833387079,149.67565591267314,120.89177945588801,9.424500930834627,172.87238130864637,178.50956704850844,160.6895443492305,172.75453797987012,87.01931870381887,99.22360693130905,12.648650311877848,115.87805383900249,124.83472245338768,173.26418601360183,125.03944457565989,5.153322977320578,120.85572155744123,170.68983701704568,120.67248588624818,43.80814626789955,113.43531434671205,118.16665477337374,12.036670036567886,145.41179724355143
54,115.48310090039583,122.02087115172081,17.328380758165807,144.90739868645196,126.48716139222833,147.42246425576386,135.11571673387755,36.45908431078714,128.3421269841409,159.23692231924684,131.72307212064464,11.478909619584998,167.66954471820665,176.78966632457454,144.8756191573216,167.62594148344652,94.26179277266004,108.33158853215735,4.462712911980922,118.8496227310726,129.36887205864693,161.6399501647537,131.22707871827313,21.375312531181322,132.55671414767363,176.8844715812621,130.46440992899727,79.43341716712021,114.15554169413265,118.36768690873292,31.67700613451725,143.90077873334357
55,115.14446452673124,120.54324392973355,21.36487041702113,147.68839602390406,129.4432567838992,143.45244394827256,142.5714662186421,22.58599386013588,142.59808530346587,168.81618270840607,143.79158066966528,37.21254911325683,166.9513470562879,176.40311446921478,143.18411656772778,166.94425961626587,92.33755638712621,107.94493419981457,9.974876651019656,115.24876715292962,135.5745695057535,154.71363453847098,140.711382098665,50.01205408321692,148.84617529860296,176.25341053159403,145.5368012185867,120.98324984476301,113.23061503997152,116.91319576718003,32.60827429396039,144.3356879798497
56,115.38878939605124,124.31829032155424,29.714442174255584,140.0149878228942,132.19857583000677,143.5888666458169,146.79912301286683,18.68678806940896,148.42520858356562,171.64679626596345,149.0644909214225,55.48990177705517,162.4243843589056,173.57500766727975,129.69576799491992,163.20816506879473,92.81429761337512,114.4037102394892,14.992848522178193,108.97685511516768,136.8229370904443,148.84821279566512,146.72496251337304,65.303841615027,157.71089097431988,178.2207347794109,153.80673995501766,141.17354411891012,113.75887634452415,118.48019837795265,37.60843769730864,141.0909941534493
57,110.72100025901504,120.72410352009683,32.204863620872395,135.50379922372582,137.42649069250876,143.81959394657386,155.84950118260346,10.450257485595149,158.98445534101168,174.30497845979718,159.41650525023883,86.88612291215355,163.3316600035183,175.13855405480462,137.9436689076442,163.65320543690223,87.26307298299318,113.92339993557768,13.035946911337954,98.94552181214439,141.0102850899382,149.20727849990487,153.5857274588964,79.95263043880921,163.5933434000257,176.29997570004406,160.74265459093132,152.15338152994056,106.50594712945745,114.99454195171782,33.45646796918725,127.54583418199798
58,98.34198396091276,109.34143589934837,22.192179100311584,123.97067281267194,143.5326023924369,147.26927929067477,162.79185728893387,3.23681467990214,162.03182348980283,171.59304574366962,163.97228392812823,76.76838680440044,166.98130409004898,179.51852367098735,154.9660029517003,166.30012067840968,44.38977127529753,60.1020426365506,2.8498716421466406,59.55967215883022,146.21638701620822,150.93253662326052,161.66500343870433,88.94563413346779,170.68321095558264,178.89319423073425,169.27798480775496,161.84540166414178,94.7551355776817,103.36714515069016,19.039117142638947,114.17508142266709
59,101.46768446960239,111.32630410486293,22.795650398411627,128.89014506612756,141.1383833385881,145.4469768018784,160.89318874938922,2.6002427388899885,163.00937775210076,178.67601189686812,162.59418913723883,114.53058699112972,164.27719299906354,179.42867786214694,145.2329584590072,163.48535302811894,51.0844327608214,74.86824736377172,12.474855316384375,60.992072788347215,147.5122741848211,151.10310499078477,164.2303041699883,93.58391150787428,172.75426041173446,176.21887930351002,172.65760696452665,168.5243962637076,102.84965838651455,110.74790419951637,32.85717365123912,123.75954282860346
60,98.80696054835065,108.65319893316308,21.560362767600456,126.8135383138854,153.09195239838533,156.10677780033996,166.68727979225721,22.026765543186027,170.8910947230195,178.60833836670636,170.99487548096135,50.13414697162631,164.23348069944672,178.45278777901683,148.08594152746866,163.33290653201234,46.70535289909602,60.626946083475524,8.855482449547798,63.62682872730292,151.11611681894925,151.96004855692146,172.6087784596283,101.3523320965681,177.9365369336495,179.31318322709268,177.78565706463831,175.95218959669384,97.91809640628793,103.33113474916293,23.519637538219683,122.18317999196059
61,93.82950287586524,103.20101316977536,13.924342251501526,122.91061669993401,153.558189304525,155.04268164421404,170.44846203797974,12.313613558688381,171.41331626425958,175.20971429143376,172.86516345236956,72.43531446985189,167.33979230368058,174.02603024292287,163.90861685337015,167.59257260948223,28.889463542022817,34.813200436541784,5.1356359545718675,37.905238143248056,148.41290867115868,149.1284000701645,172.65613059073823,94.89956482462432,176.32358246583806,177.78514099392538,176.58237149165794,174.30741642067096,75.4578643070213,77.84197627666113,8.733114894646151,88.40169953947608
62,94.34045476584866,102.78088303873488,10.936642112672232,125.53341775805968,155.32710287251055,156.20930499621858,172.6285215838791,38.93503340494928,173.21315317959963,176.0871778169651,174.4488442693409,102.25313261957176,166.37829232832743,171.73265522032145,165.6297679232145,167.72771796237734,15.647966309776104,17.90513178584484,6.595148988587953,20.529390895055197,148.60765185120806,149.0539512517286,173.91645161835828,87.56643662359467,176.62609036361908,177.79188251122287,177.05298108563926,174.96729555365937,77.49865930683276,79.51866365160274,6.631140056515016,91.44306095938099
63,92.81496183208424,100.86293955315438,6.399957883803156,124.9908274949243,158.33758066917878,158.96913886620007,174.03689495132716,96.68954684876721,172.78119579722414,174.00687082609167,175.9278312728256,122.91952281206373,166.06661892449068,169.1451279250151,173.2229523616323,169.51389043245422,49.425326403415475,56.99494325991091,18.29805942308187,57.54021333649423,148.84029146952116,149.25409224092354,174.08247732571238,86.24238761880659,176.92478560376318,178.06485955513932,177.24902526410366,175.24520825688867,72.15313465378942,73.85571619197282,0.6473857792262732,79.13496976822705
64,90.06612351991102,95.87362795987558,3.6968081408086713,127.64126434273155,158.62545373461913,158.92380518545812,175.87233098734174,71.92256907686684,171.79997355349346,173.7880323010877,174.59735147554161,109.49144992749103,166.44430474106284,166.5739841117318,170.0111115849502,175.21377431052238,66.63074366537923,71.91342127291139,7.0066000610723815,88.05588052197083,148.66442111899843,149.22301593514095,173.40389111567214,80.41555898781324,178.4479902013802,178.50221887131443,179.49179525170254,179.42503951111374,65.43987043463258,67.75633182204687,12.159696391473474,62.038202991439185
65,90.41535218130305,95.92149223581234,7.643998194708791,129.56217251106102,159.5094646962627,159.93849651267973,175.31362121141407,113.34331240189127,171.76012038380662,174.95356115402217,173.4427671013222,153.79847265686618,166.82267875958854,167.46116837040546,174.54067413637438,173.78747640385072,77.45884073552963,89.99026874250706,55.663545831168946,69.59867851180009,148.72899185282543,149.10902053587017,174.37718978712294,81.1726632429148,177.71585942479967,177.85183801079847,179.19564920475722,177.69284591477359,69.28732805176108,71.6951459349566,9.803726069431852,70.81874135555586
66,93.42148286288331,98.4716470970341,8.710204423594465,134.06292798371544,159.52057367809937,160.0627004668673,174.8460851585796,124.36088258232597,171.0748447889728,175.6899286441479,172.1506399175362,171.13840797847107,167.62576225668553,168.4592753449286,176.83186583735298,173.76444725139635,110.02697710542351,129.24538573195647,117.21810236327745,63.678708655167014,149.54474660193347,149.63966814259507,176.24316437363555,83.0188602788784,174.8963524612262,174.88191390084427,179.91966115676058,177.77206968122093,71.57876072747237,73.8071217632262,9.258542376835196,75.83458773246132
67,99.66004563665709,104.60438131009543,5.421002076466096,138.531384450365,158.89459845878844,159.60856981888602,174.2035469018262,36.56269246532548,168.42746462579092,174.33045917565744,169.86540641445674,12.055396288789881,169.2949550758577,169.18575784371814,167.77565453126363,177.7122208436115,143.13003619674097,162.77552893935226,146.39765971939318,60.703147816016774,148.71329551913195,148.78029322174123,176.3075545049451,82.71583628984567,174.5607374946168,174.59415545519929,179.40235518299605,176.08670212821548,72.3367462815566,74.76236090138171,22.046830089592504,71.49556181882276
68,99.12053220730664,104.01832985736445,10.043762563453665,139.06431072737644,159.6680715966548,160.12451954564634,175.29392130457563,87.6747312925656,170.14973706226186,174.99734142476873,171.47014046698555,135.22543790039614,169.11663509452075,169.82889906156532,176.23639063272617,174.7230426791955,142.19265723564274,162.9793545732605,145.41171033158386,59.6663226207234,148.6684339060506,148.68429591634487,176.9839011812704,81.40803081112954,175.91352209276124,176.01048544867396,179.1301630906231,176.48478585613591,72.81236820692322,75.00255649263934,13.131895732306717,76.51264803901056
69,96.50119393919475,101.70170969435188,11.789871831625195,136.33600517365394,160.10816982094838,160.33093217724993,176.4580924058594,96.24926255989914,171.12694486070674,176.10746747751048,171.9955054042871,151.32282560055256,167.1059084147679,169.72836879889192,173.22567960738235,170.82312428406792,19.176395586061226,21.544277044916278,0.05064519809161977,40.133478387341256,148.90280464516186,148.7728492764039,179.047590118298,80.48974480294376,177.77409977616782,177.78835675211988,179.75492971406723,178.50813407434305,82.2498267827152,84.66694079387639,1.671340964412401,99.36860075834932
70,98.24451089903576,103.52189631601607,13.795067403109117,137.69059244287885,160.1310613072519,160.30222150910717,176.7425757773709,98.72650746662508,171.83399903378614,176.58198495048026,172.55940625649276,155.55142766329095,165.96918962611923,171.50920372625336,160.41627002072357,167.56359666748722,66.9217421600722,74.79975819151008,8.520324276146408,101.6944417705835,149.43065941860962,149.34970661119303,179.21201712115968,79.85044967572586,178.58636097585412,179.4797265601696,178.53291430532215,177.14712573353526,101.48489151209905,105.99537550978422,21.338786202290088,126.01082037019184
71,99.5288130820479,104.86818915693485,14.635450186861386,138.50702668243784,160.88269494943754,161.00983144292107,177.073400113189,115.33931331424058,172.8112102521572,177.80657765106002,173.13931499845646,174.2171382237336,165.50538173682924,172.411235352041,155.61259332523966,166.431232549921,73.20925375132802,83.21219595471149,2.174329050233914,105.79171386733526,149.94466625087534,149.86775700344432,179.46112814417677,80.24954974510632,178.4214942636681,179.5587456945552,178.30437351082108,176.73292250977016,106.23849978082737,110.3823233739378,24.42012514379725,133.3898519255199
72,101.00548770845354,107.06084930949652,16.252477536065314,137.38815234202903,162.9603753219997,163.14901347470348,176.79075573109154,149.87951651474944,173.39536993585142,179.1466281160791,173.43462210699943,157.75068640009786,163.78697915045447,174.00762360731818,145.9498741434617,163.7442263118431,83.59262974471183,94.00382787475345,3.543000832585879,115.51226268565648,150.78109959227072,150.72153446972405,179.4939009167944,79.99022931977125,178.12612378527538,179.4522020314113,177.94571025476068,176.44018602380143,111.09590612248981,114.0361810009003,28.879362855745807,142.26461015814843
73,101.91198767174072,108.45403928520888,17.952332082403778,136.64367766632748,162.87681130639297,163.14397956307155,176.31042967018513,153.47988728243703,173.27651575216584,179.83893935079237,173.2682989043116,152.06622496675465,162.62293913650754,175.30917135980442,140.02133243156186,162.11209640924804,84.26141070446013,95.7942173818514,8.00053694392719,113.96880693231424,151.46850671163662,151.42324617083838,179.26853642458033,80.4770559061138,177.70784696811324,178.69712740509507,177.80901859974875,176.42219164986415,111.30225728046862,113.65210569688699,32.2167510271303,143.76976618401997
74,102.6895882191573,109.46144946689587,19.350622341732148,136.56388380920694,163.30280311267623,163.60617000226446,176.15522762970082,159.4622752541203,173.31081090405632,179.99735338900308,173.2975914646805,149.14059177401057,162.27124211176573,176.16974134964346,137.73739273141152,161.58497003455616,80.89035521977952,92.5434139263678,7.097528959902288,110.899754144127,151.82252258675635,151.76415724951045,179.4925594957947,83.31319555733128,177.96604167545257,178.47018274722737,178.41314661386053,177.62750611302496,110.87996970402347,113.14883388129063,33.47353157988231,143.25521381186815
75,103.9400796584804,110.75745897874074,21.444989073128745,137.27004417726863,163.67663730452986,163.97824758516435,176.18566860269328,163.12844198184567,173.31208390712885,179.88658304972049,173.29295495783006,149.1608168492912,161.7970236279853,177.3100746547794,134.43959232851037,160.96660249520113,81.35392678263094,93.1266062522381,5.083820222802937,111.36004022642715,152.08581164082815,152.0215257971412,179.7797121329318,86.25640578326707,178.07765978135214,178.58297663744668,178.46500025655385,177.68957372085598,112.17814647978783,114.43381895531921,36.16166159974479,144.14829140515877
76,104.39782427150396,111.22500556946154,23.012679591047437,137.44639144314348,164.36923257565323,164.67453359333464,176.23428101301488,167.5486505101342,173.2796850364917,179.26519645537638,173.2786465683099,151.76030735442797,161.2027561715122,178.10478389120908,131.3320227066715,160.30926444978468,83.26209962667701,94.90597706292593,4.614208335975288,113.54840233538754,152.17196319140783,152.10220087077153,179.76912855341118,86.8325066970712,178.21849062838382,178.63079161792683,178.64555196046675,178.01873486410207,113.9305248471907,115.98933000200915,38.031910043687944,146.36458569875046
77,106.52578028692358,113.25043999733646,23.546232496189813,139.31115479454564,164.2270748243823,164.53073809554735,176.21358916865358,168.60588237390874,173.21621338493122,179.71122442539345,173.18579081216606,149.34096031492996,161.3625790403459,178.5940292504615,130.89239652465295,160.46887001974264,79.03596081946692,92.23276643742271,7.538422752740097,106.81895231151559,152.36227675071234,152.29704849298315,179.89798682642592,90.21868891978367,177.46792230506705,177.96499766972704,178.18709760398275,177.47494008126972,112.71804129490154,114.77972848915122,39.02230017673961,144.66048185820713
78,107.73489518492066,114.47450156848973,23.81056377302897,140.16891480527016,163.71005345066095,164.00993994054656,176.14741208385593,167.17294909104433,173.21583713438213,179.95988199074262,173.18702994683,148.3364450270555,161.1733672489354,179.04858632900388,129.96680795776223,160.25454729731243,78.4954187339692,91.91440827491161,8.310474670275024,105.88478248832634,152.56778751873242,152.5145372608585,179.7504593964728,93.24805987784033,176.74151085283123,177.41091957775697,177.6174232822502,176.66389964815514,112.36752500377915,114.25692528897721,39.687482184659814,144.75369760923482
